event,bunker_ssvid,neighbor_ssvid,event_start,event_end,mean_latitude,mean_longitude,median_distance_km,median_speed_knots,event_duration_hr
0e7e9aab70e3928701bd2da7df100ccf,370178000,412421049,2018-12-12T17:30:00Z,2018-12-13T01:50:00Z,-18.71505811,-78.2094867,0.263,0.411,8.333333333
14de52ab2ee6ad5ce656cc5d9610c2e7,370178000,412329691,2018-08-09T03:00:00Z,2018-08-09T12:50:00Z,-46.33427406,-60.22715835,0.145,0.836,9.833333333
e3619f9a892e228d4d610eb3b1ad15f0,370178000,412329463,2018-12-13T16:50:00Z,2018-12-13T19:10:00Z,-18.86191814,-79.36849865,0.161,0.581,2.333333333
1d24047dc5180b5a38ce542fba261496,370178000,413031000,2019-09-19T16:20:00Z,2019-09-19T19:10:00Z,-7.583028685,-21.04350713,0.135,0.555,2.833333333
c467afffe23e479c704e51fea9848874,370178000,412696740,2019-03-12T18:00:00Z,2019-03-12T21:40:00Z,13.4772941,-173.530002,0.163,1.455,3.666666667
c8d4255b47a4840733f0deafac8ced2b,370178000,224581000,2016-06-02T12:40:00Z,2016-06-02T15:50:00Z,-18.93635781,-83.46911151,0.126,0.976,3.166666667
08a420368ba1367e2bafbe8ae01ab2c1,370178000,412329632,2016-03-21T09:50:00Z,2016-03-21T12:40:00Z,-45.97004942,-60.11245508,0.124,1.846,2.833333333
d30f106a03ae874070ba42dbd6b774af,370178000,412329463,2015-07-24T11:40:00Z,2015-07-24T14:20:00Z,-30.31838292,-76.40417801,0.136,0.646,2.666666667
0e17c855f81a61551ffbb8bb02eec388,370178000,412371203,2017-02-03T20:20:00Z,2017-02-03T23:20:00Z,-45.73547616,-60.46499797,0.155,1.463,3
fcbe99014f7fefb3204e33d9e69fdf5c,370178000,576737000,2017-08-23T14:20:00Z,2017-08-23T17:00:00Z,-17.32615335,-86.28046366,0.149,1.038,2.666666667
f879eb2df04ed55ae9a0dc8b1510afb6,370178000,412420255,2019-02-05T15:20:00Z,2019-02-05T17:30:00Z,-2.116217228,-107.1342106,0.148,1.011,2.166666667
b2b4af600c45cab0282c2f62724db77e,370178000,412421147,2019-02-05T17:50:00Z,2019-02-05T20:20:00Z,-2.137312407,-107.1047778,0.176,0.755,2.5
5c73b42db474576d6780ec45ad0bf80d,370178000,412329691,2017-10-09T20:10:00Z,2017-10-09T22:20:00Z,-46.41071944,-60.3570864,0.139,1.245,2.166666667
d044e7dc466d84120bf99ec601a7580a,370178000,412329691,2017-08-04T21:50:00Z,2017-08-05T00:10:00Z,-46.33173234,-60.3886883,0.137,1.236,2.333333333
b8f13cbd75ae80c24fc688734115f9d3,370178000,412271490,2017-01-31T11:10:00Z,2017-01-31T14:50:00Z,-45.33722614,-60.4647068,0.141,1.515,3.666666667
14e0e0475ff45556cd3f7155674b532d,370178000,412333007,2016-03-15T17:20:00Z,2016-03-15T19:40:00Z,-41.96579752,-57.80369359,0.137,1.202,2.333333333
53327e110bb7414bf95c80bc7d59cbb9,370178000,412329691,2018-01-22T01:20:00Z,2018-01-22T05:00:00Z,-45.47092713,-60.0690318,0.15,0.737,3.666666667
04dcbb5189f04b5f88b717c79b56833d,370178000,412329691,2018-04-15T08:10:00Z,2018-04-15T14:40:00Z,-46.01003751,-60.11355905,0.155,1.394,6.5
6d3e60e0324b44f8379f922ef3c214eb,370178000,412329691,2019-09-05T21:10:00Z,2019-09-06T02:10:00Z,-42.14626564,-57.94427563,0.168,0.654,5
740ab47fd152aeb6302c99d8a199ca19,370178000,212000000,2019-08-10T02:10:00Z,2019-08-10T08:10:00Z,-46.18540802,-60.71372777,0.158,1.055,6
10f955519d6c3aa0a84b66f658596c88,370178000,412699220,2018-02-06T12:50:00Z,2018-02-06T16:00:00Z,-45.40448179,-60.48508948,0.187,1.683,3.166666667
08e5ce2ce2eebd6e98a793faf26bf0d5,370178000,412329691,2017-02-03T23:40:00Z,2017-02-04T04:00:00Z,-45.6523549,-60.55621526,0.131,1.627,4.333333333
5e2c2b2998c471758b0b15cb7ae7c2c7,370178000,412217993,2015-12-06T15:30:00Z,2015-12-06T17:50:00Z,-15.76142385,-80.98433174,0.037,1.414,2.333333333
84424d41556393e90bd9eba931e3667c,370178000,412421039,2017-08-27T16:30:00Z,2017-08-27T19:00:00Z,-5.385130533,-85.72408119,0.161,1.043,2.5
c6da693896b596ce50495dd3e6a5c496,370178000,412420384,2018-04-17T13:20:00Z,2018-04-17T16:10:00Z,-46.75126012,-60.36383236,0.184,0.641,2.833333333
c7ab144535e4df503f19a6c53798ade0,370178000,412329463,2019-02-21T14:20:00Z,2019-02-21T17:00:00Z,-1.373395862,-101.5738279,0.165,1.016,2.666666667
2000e6ed063bfc8afb792b8addcbc93d,370178000,412329463,2017-01-25T15:50:00Z,2017-01-25T18:10:00Z,-42.02341714,-57.82156645,0.153,1.118,2.333333333
e26fad19a1ee62e42b2e2287a7ff0fe5,370178000,416004859,2018-03-21T09:50:00Z,2018-03-21T12:30:00Z,7.606255513,-30.84478549,0.152,0.755,2.666666667
26c091f0bc4cba6b288697a81c616a64,370178000,412271490,2015-05-18T11:20:00Z,2015-05-18T15:00:00Z,-42.13858515,-57.69815818,0.145,1.083,3.666666667
c9d063940181c5642515ec1f69a54ac8,370178000,412420659,2018-01-08T11:00:00Z,2018-01-08T15:00:00Z,-45.81276239,-60.40697624,0.13,1.483,4
3780186435b86d498ef96b201c6fe103,370178000,412371204,2017-02-03T16:40:00Z,2017-02-03T20:00:00Z,-45.78975022,-60.50868333,0.152,1.535,3.333333333
52cc49687beb4cf15ff391a909ed5768,370178000,412880936,2018-04-16T13:40:00Z,2018-04-16T16:40:00Z,-46.44615031,-60.4029259,0.165,0.949,3
187f2f6836319cdd3c39349732cf9937,370178000,412333272,2018-05-01T13:50:00Z,2018-05-01T18:10:00Z,-47.14786009,-60.60207732,0.152,0.948,4.333333333
0260a472ffed6a2036f8a2fd518cf212,370178000,412329691,2017-10-29T16:20:00Z,2017-10-29T19:50:00Z,-45.18448475,-60.2040296,0.145,1.62,3.5
6588808e8e458bac096b6e1f21085239,370178000,412329632,2018-01-25T16:10:00Z,2018-01-25T18:50:00Z,-45.58036111,-60.30570949,0.167,1.63,2.666666667
c0c5f902235bb4ab8f3831212f5f68b8,370178000,412280935,2018-04-16T10:00:00Z,2018-04-16T13:30:00Z,-46.47283199,-60.34852458,0.199,0.936,3.5
d0f0b031b1e64691d7119ba78bdad7ac,370178000,412420213,2019-02-07T16:00:00Z,2019-02-07T18:10:00Z,-1.965779118,-107.6497708,0.159,1.108,2.166666667
f188c0af5fbdd7aae3f46d3dfb3f69ce,370178000,412271490,2017-04-24T20:50:00Z,2017-04-25T00:00:00Z,-46.67158231,-59.98966842,0.145,1.525,3.166666667
978061c084d05c572357f9cb80f43ac3,370178000,412329632,2018-04-17T16:20:00Z,2018-04-17T18:30:00Z,-46.72424288,-60.40174614,0.166,1.382,2.166666667
33bcdd40f7398d98570540be0d55832e,370178000,412217992,2015-10-05T11:00:00Z,2015-10-05T15:10:00Z,-16.29343075,-80.86772751,0.055,1.156,4.166666667
f66d31826da090208e06561c0ea7e36e,370178000,412421039,2019-02-09T13:00:00Z,2019-02-09T15:10:00Z,-1.996425278,-105.0137833,0.184,1.035,2.166666667
530c39711eb24dbf6d5a34a08b95fab8,370178000,412420377,2018-01-29T12:50:00Z,2018-01-29T15:50:00Z,-46.19988428,-60.49084072,0.162,0.835,3
e04760a3fd4ada3b1955af95dda127f3,370178000,412329463,2016-03-21T12:50:00Z,2016-03-21T15:40:00Z,-45.93783477,-60.04286842,0.137,1.556,2.833333333
1f6f78b0cbb0ed396d8c2481e545dccc,370178000,412420013,2018-02-03T11:30:00Z,2018-02-03T16:00:00Z,-45.6078793,-60.22702214,0.275,1.675,4.5
533b21f1eb7f842d078d170208acec9e,370178000,412271490,2018-01-22T17:30:00Z,2018-01-22T20:10:00Z,-45.61879683,-60.21720963,0.173,0.813,2.666666667
710a65065ea4155737be2826c429ab69,370178000,412329691,2017-04-23T00:30:00Z,2017-04-23T05:30:00Z,-46.63581208,-60.25301276,0.145,0.836,5
5677a3bdb36088eed46cdc02a3297fd6,370178000,412329691,2017-07-17T02:50:00Z,2017-07-17T07:30:00Z,-46.78378984,-60.52587131,0.136,0.16,4.666666667
2bf1001fe6088d060bf5f000d892dc07,370178000,412420468,2018-12-23T14:50:00Z,2018-12-23T17:20:00Z,-16.33441004,-82.18589175,0.15,1.114,2.5
47441abe5b2f34b3ac8e746553e10f24,370178000,412329463,2017-04-27T09:10:00Z,2017-04-27T11:40:00Z,-46.51227608,-60.53061382,0.154,1.085,2.5
d82df78cb7617f9a96db1725464cbbd6,370178000,412329691,2017-02-24T22:40:00Z,2017-02-25T02:30:00Z,-45.38110124,-60.24546208,0.141,0.796,3.833333333
ae63860994e34fc1092c1c9f915e821e,370178000,412371204,2015-11-15T11:20:00Z,2015-11-15T18:20:00Z,-13.98759796,-80.64152921,0.139,1.096,7
30eb0919ec8eb91fff77ca6912c926ec,370178000,412329691,2019-07-10T22:10:00Z,2019-07-11T04:00:00Z,-46.68387311,-60.53540894,0.148,1.393,5.833333333
8070208947239bd975a6418400b9186d,370178000,412371203,2018-02-03T16:30:00Z,2018-02-03T19:00:00Z,-45.53218894,-60.27073074,0.173,1.751,2.5
8590eb786a7f0e558aea7da5d700e444,370178000,412329632,2017-01-24T20:30:00Z,2017-01-24T23:30:00Z,-42.30195035,-58.02558483,0.149,0.778,3
5dd97221638e4be496b80099af3cc57e,370178000,412420418,2018-01-21T14:00:00Z,2018-01-21T17:40:00Z,-45.44795928,-60.13616675,0.175,1.545,3.666666667
9006c23cd5d77aa21fe2212e4ef38203,370178000,412331049,2017-05-01T18:30:00Z,2017-05-01T21:30:00Z,-46.20507192,-60.15108538,0.199,1.159,3
8f23fddbb29990b6304f11b844def907,370178000,412421066,2018-02-01T11:10:00Z,2018-02-01T14:30:00Z,-45.54458074,-60.31369775,0.182,0.39,3.333333333
6218f267e8a6cfbc42b24535013f2ced,370178000,412329691,2018-10-11T20:50:00Z,2018-10-12T02:50:00Z,-46.36565467,-60.44496853,0.153,1.352,6
b37e4b56c7838617cb8e864ad3fe58e8,370178000,412421043,2017-08-28T11:40:00Z,2017-08-28T14:40:00Z,-5.241077305,-86.01257721,0.169,0.882,3
99c5d7b7cbf85c4046516d6641604f77,370178000,412420958,2019-01-12T15:00:00Z,2019-01-12T17:50:00Z,-3.768143742,-98.31166597,0.151,1.286,2.833333333
e02171fb78c6756070f30c2fa5081e32,370178000,412329691,2018-05-16T10:40:00Z,2018-05-16T14:40:00Z,-46.11791863,-60.15572079,0.154,0.906,4
1cda54a70c6d16cb4a1b973cdfedc973,370178000,412420432,2018-12-09T15:50:00Z,2018-12-09T18:00:00Z,-20.195123,-77.70814783,0.176,0.839,2.166666667
3b0370a4005579c31a231f44d474c801,370528000,412284503,2017-09-14T14:40:00Z,2017-09-14T21:10:00Z,38.35014398,119.443944,0.451,0.029,6.5
d332f21cef2171a22573754fea57c5dd,370559000,441024000,2014-08-22T11:50:00Z,2014-08-22T14:10:00Z,3.555722002,163.9468137,0.155,1.316,2.333333333
2345cccf27ddbd86adecd2150fef20cf,370559000,441837000,2012-10-18T22:40:00Z,2012-10-19T01:30:00Z,-1.82831499,173.0264185,0.171,1.109,2.833333333
dacd8a28ff2086c4c7cd06666ff5eb64,371027000,412331062,2017-05-18T22:00:00Z,2017-05-19T00:20:00Z,-43.43111512,-57.15276015,0.138,1.98,2.333333333
a063e0b745e08bf82787a6c0d35c0871,371027000,416004545,2017-05-11T18:50:00Z,2017-05-11T21:30:00Z,-49.23696577,-60.53522766,0.133,1.853,2.666666667
7349744415178601e8560d27cac7f271,371027000,412331052,2017-05-10T12:40:00Z,2017-05-10T15:10:00Z,-46.95995931,-60.45779094,0.115,0.954,2.5
0d996ca7190961bef685d820808be946,371062000,412433522,2018-03-01T03:40:00Z,2018-03-01T08:20:00Z,25.86191247,119.9700133,0.432,0.108,4.666666667
c34076e0d6b5b1c221c7700b99f43cc0,371596000,412420873,2018-07-20T14:20:00Z,2018-07-20T16:40:00Z,-2.739034012,-98.19056868,0.112,1.536,2.333333333
738d44aa73fffba19e79e9a772ebd1af,371596000,225983597,2016-12-24T11:20:00Z,2016-12-24T13:50:00Z,-9.440648438,-83.98281866,0.087,1.022,2.5
3c65ce489d6bf800075d6e12a312713d,371596000,412440452,2019-05-19T15:40:00Z,2019-05-19T20:00:00Z,-8.702130841,-84.63943076,0.13,1.223,4.333333333
9014555976c43f5ff07f7f3de6c90e21,371596000,412371204,2018-06-01T13:40:00Z,2018-06-01T17:00:00Z,-0.33442087,-98.2226839,0.14,0.528,3.333333333
81a6c2c0e252614ec28eb34f44530d11,371596000,412420574,2019-12-31T15:00:00Z,2019-12-31T18:00:00Z,-18.18077576,-79.06975763,0.112,0.819,3
07dc35c88ab4749064a182622af463ba,371596000,412420432,2017-09-03T13:20:00Z,2017-09-03T15:30:00Z,-13.94159081,-82.43002836,0.135,1.571,2.166666667
56762f8fa989526210fa1e7f31ba4295,371596000,412329632,2016-07-21T16:00:00Z,2016-07-21T19:50:00Z,-15.55836451,-79.58796661,0.109,0.903,3.833333333
f8bddfcd4957e3df4250a0e6828a12a8,371596000,412331075,2015-10-21T15:50:00Z,2015-10-22T03:00:00Z,-41.9567309,-56.06905926,0.111,0.619,11.16666667
fc3d34ee8c0d242426b20e806df932da,371596000,412421069,2018-03-06T15:50:00Z,2018-03-06T18:00:00Z,-2.926254303,-112.8768958,0.105,0.692,2.166666667
25cb3fa61ee5c424eb391748682220ab,371596000,412440556,2019-05-18T13:00:00Z,2019-05-18T16:20:00Z,-9.117342005,-84.21966426,0.129,1.548,3.333333333
53e0f4d8ddc0fc2faac9d664053061f2,371596000,412446783,2018-06-09T01:10:00Z,2018-06-09T03:40:00Z,2.111388557,-105.8942909,0.102,0.771,2.5
618db312c5ec1751da30451c0d76b3a0,371596000,224581000,2016-10-01T07:20:00Z,2016-10-01T11:10:00Z,-14.18281263,-80.49692319,0.101,1.441,3.833333333
0077270bed9909e838a06d98bbd42e21,371596000,412329463,2017-01-04T10:40:00Z,2017-01-04T13:00:00Z,-18.18090875,-78.25189038,0.16,0.934,2.333333333
95a19192e417d56314901026e17028b3,371596000,412420972,2019-11-28T13:40:00Z,2019-11-28T16:20:00Z,-17.80615653,-81.72026666,0.104,0.841,2.666666667
ef822c83da7d5c85a0693b7c7f12ce2d,371596000,356514000,2016-12-31T19:30:00Z,2017-01-01T02:00:00Z,-17.94851429,-77.99720469,0.017,0.746,6.5
7f824fa1d31e2c1582d1353ea97c9894,371596000,412328791,2019-08-09T15:50:00Z,2019-08-09T18:00:00Z,-7.635322029,-84.46530201,0.124,1.27,2.166666667
12b24f09dc5d999aac3e0fa3312017d7,371596000,412422704,2019-11-23T15:50:00Z,2019-11-23T18:30:00Z,-18.00191943,-81.57300161,0.096,0.723,2.666666667
f3fccaf044019eb4c9c53190bc3a6b4b,371596000,412420688,2017-11-19T12:50:00Z,2017-11-19T15:20:00Z,-17.73544514,-82.09045092,0.124,1.398,2.5
555554b3b567e466ee3d9c0f0dc6e811,371596000,412271490,2018-08-28T16:30:00Z,2018-08-28T19:50:00Z,-2.254731853,-103.9788064,0.116,0.591,3.333333333
4cc1e1e636327c1395347a33c545b3ca,371596000,412420418,2019-04-26T11:30:00Z,2019-04-26T17:40:00Z,-12.53603924,-81.55440454,0.126,0.739,6.166666667
4edf27ce280e527ee05da74833d9cf47,371596000,412430930,2019-04-24T11:20:00Z,2019-04-24T14:10:00Z,-13.58719188,-81.22690814,0.109,0.43,2.833333333
24fbffb2d55e3697f8a0597f61c0abbe,371596000,412217993,2016-02-21T12:00:00Z,2016-02-21T17:50:00Z,-42.00063412,-57.73901238,0.117,1.074,5.833333333
e2a9164c2e867d560aa339131b04787d,371596000,412421068,2017-09-24T14:20:00Z,2017-09-24T17:50:00Z,-15.1269665,-79.87771291,0.052,1.083,3.5
bd2d2071b4f6ec88f98bdf8146b31104,371596000,412329463,2018-09-30T19:30:00Z,2018-09-30T22:10:00Z,-2.909641486,-99.68357927,0.113,1.014,2.666666667
cdf3d4a3a7bec87afd86b9c3da5fb630,371596000,412549012,2019-08-24T15:40:00Z,2019-08-24T17:50:00Z,-4.503758903,-84.94086449,0.101,0.145,2.166666667
2017b5c86cb289f8bfa6ad4e8292ef51,371596000,412271490,2017-09-13T16:50:00Z,2017-09-13T19:20:00Z,-3.464765172,-95.86445199,0.123,1.803,2.5
0f1d62589fc337f2ad3cff409205368e,371596000,412217993,2018-11-17T15:20:00Z,2018-11-17T19:10:00Z,-19.74728884,-77.03981927,0.112,1.632,3.833333333
b329891b0f38f1e7c25430968b8149ce,371596000,412420316,2018-11-28T19:30:00Z,2018-11-28T22:00:00Z,-19.2582563,-77.84955709,0.107,1.046,2.5
1356ed82468fb1f88e6e9822e6b00294,371596000,412421068,2018-06-18T12:50:00Z,2018-06-18T18:40:00Z,-2.171626001,-97.0937212,0.133,0.611,5.833333333
86e0840d92d750c728cbf82234e554ba,371596000,518888888,2017-06-15T11:00:00Z,2017-06-15T16:40:00Z,-2.459850745,-96.64984626,0.128,0.708,5.666666667
aec42717905c7dcd97fcb3c48f0208f6,371596000,412328789,2018-11-11T16:30:00Z,2018-11-11T18:50:00Z,-18.62094386,-79.80839158,0.102,0.911,2.333333333
a3b3401eaf21e3b8638d49cc90503fa5,371596000,412371203,2016-11-04T10:10:00Z,2016-11-04T15:50:00Z,-17.98466741,-78.48053568,0.109,0.702,5.666666667
7d439e84c12edf39c840ba8ab95744ff,371596000,412329632,2018-11-15T17:00:00Z,2018-11-15T20:00:00Z,-18.94083134,-78.13850497,0.111,1.255,3
01ef5d202aa2664601417cc39e83aa5a,371596000,412329463,2019-11-28T20:40:00Z,2019-11-29T00:20:00Z,-17.72162643,-81.74403116,0.107,0.727,3.666666667
0b7c6a4aeecb91eb540098469bb65b1e,371596000,412371203,2016-03-05T09:40:00Z,2016-03-05T14:30:00Z,-46.47551111,-60.82918964,0.129,0.806,4.833333333
c85335e467eb8048486afdf35c92ecb2,371596000,412421044,2017-02-11T14:00:00Z,2017-02-11T16:20:00Z,0.496549413,-116.2878995,0.181,0.531,2.333333333
39f2db5156329239371403b8e6033ce0,371596000,412420651,2017-11-16T12:40:00Z,2017-11-16T15:40:00Z,-17.55868792,-81.77584436,0.105,1.645,3
846d01cdb9c3b440feb2586a309a24b3,371596000,412371204,2016-03-05T14:50:00Z,2016-03-05T17:30:00Z,-46.42225718,-60.82671726,0.126,0.833,2.666666667
3f324e26d352263918a2c8d94b63a74c,371596000,412329463,2017-11-06T11:10:00Z,2017-11-06T13:50:00Z,-17.57686439,-80.84164747,0.112,1.581,2.666666667
5bb5e84a7a0dcdea02d6280b9af2db14,371596000,412420788,2017-03-24T18:00:00Z,2017-03-24T20:30:00Z,0.627828605,-113.7784945,0.073,1.956,2.5
19ec0bba1015af4d96ec43b1db268896,371596000,412329632,2018-10-01T15:10:00Z,2018-10-01T17:30:00Z,-2.598631023,-99.65332423,0.121,1.113,2.333333333
6d5bdbcadf01d90834996a6d0e750c18,371596000,412329463,2017-07-31T15:50:00Z,2017-07-31T20:00:00Z,-4.453142181,-86.36379021,0.098,0.853,4.166666667
8049dc385e001db7411e48c7d47397bb,371596000,412421039,2019-08-14T12:00:00Z,2019-08-14T14:20:00Z,-8.127338268,-85.69652007,0.104,0.784,2.333333333
3a71561f5130068118839b593b89503c,371596000,412420958,2018-08-27T16:10:00Z,2018-08-27T18:40:00Z,-2.363342302,-104.7587554,0.092,1.614,2.5
1eebd3f6e5892e0aa3c887af722a3dc2,371596000,412371203,2016-06-23T13:30:00Z,2016-06-23T17:10:00Z,-12.66143342,-81.27525608,0.118,0.592,3.666666667
be380cd7305ad49ee8c6ecf384e199b2,371596000,412371203,2018-11-26T18:20:00Z,2018-11-26T22:20:00Z,-18.73657667,-77.85846201,0.119,1.225,4
2f73b11029218af3634d11a301661448,371596000,412421041,2018-06-16T12:50:00Z,2018-06-16T17:50:00Z,-2.677725868,-97.44446173,0.128,0.783,5
72ce9faecd36c0f3265203af694380eb,371596000,412271470,2018-12-05T14:50:00Z,2018-12-05T17:50:00Z,-18.65713325,-79.47555537,0.116,0.844,3
ef964b4abf7f9d2aa4edd1e34db97b7f,371596000,412421137,2018-11-25T12:30:00Z,2018-11-25T16:40:00Z,-18.86345689,-77.87401154,0.123,0.695,4.166666667
6a6a592643ee0e06b44397f91792d0b0,371596000,412440453,2019-08-05T10:00:00Z,2019-08-05T15:50:00Z,-7.965470371,-85.62954249,0.128,0.369,5.833333333
c62a715a4909d0cb9f1a417d70121607,371596000,412420961,2016-10-25T11:30:00Z,2016-10-25T13:40:00Z,-17.17634735,-80.24900017,0.131,1.121,2.166666667
a30a063ac08f36c909440dcd302f842e,371596000,412271490,2017-07-25T16:50:00Z,2017-07-25T20:20:00Z,-3.741913502,-86.46319241,0.128,0.438,3.5
193fb4821708280b8277c059db635200,371596000,412329463,2016-07-21T11:30:00Z,2016-07-21T15:20:00Z,-15.61103989,-79.61068737,0.107,0.725,3.833333333
119d16f6deec44789773a94a88fe1844,371596000,412371203,2017-07-20T19:20:00Z,2017-07-20T23:20:00Z,-2.976088958,-97.34441476,0.124,0.969,4
46bd719cf1eb801b9afdbd99d4c87465,371596000,412420432,2017-11-15T18:50:00Z,2017-11-15T21:40:00Z,-17.55122407,-81.54627004,0.122,1.164,2.833333333
2c9874762ccff6e6437766d4c2653328,371596000,412420468,2018-05-31T13:10:00Z,2018-05-31T16:00:00Z,-0.53844135,-98.68335608,0.128,0.645,2.833333333
b737fc51acc8abf052ca3346178ca83c,371596000,412421043,2017-10-31T13:20:00Z,2017-10-31T16:00:00Z,-17.85586991,-80.10217191,0.112,1.016,2.666666667
325e5c1e6619fc43429fdbc2b651781e,371596000,412201809,2019-01-10T03:10:00Z,2019-01-10T06:30:00Z,10.60642752,-35.8638707,0.087,1.156,3.333333333
cf0377e06247696d8f4d690aea0354b0,371596000,412420644,2017-01-05T16:20:00Z,2017-01-05T19:10:00Z,-18.20191348,-78.01389188,0.09,1.61,2.833333333
1bc3e26398cbe9658017f804909bacb2,371596000,412371203,2018-08-24T17:20:00Z,2018-08-24T21:20:00Z,-1.965306484,-104.767334,0.116,1.554,4
fe26b6caab4be8446a73166eec2195e2,371596000,412421039,2018-12-07T10:50:00Z,2018-12-07T13:10:00Z,-20.84934291,-77.47575932,0.084,1.029,2.333333333
aa2f6738fbacfd4d6ea6e19c0fac4ce1,371596000,412420383,2016-09-29T11:10:00Z,2016-09-29T13:30:00Z,-14.2435773,-80.9142054,0.11,1.103,2.333333333
c00e7e3bc9747d8524d149f6baa430cf,371596000,412420316,2019-12-25T21:20:00Z,2019-12-26T00:50:00Z,-17.09358614,-79.96525812,0.112,1.506,3.5
2e19bb02e9b4b65af8b1eca453a4f00b,371596000,412371203,2018-06-01T20:30:00Z,2018-06-01T23:20:00Z,-0.277737065,-98.23333011,0.134,0.549,2.833333333
1a30fcf8a978689402f97749b4583f51,371596000,412420341,2017-09-01T15:50:00Z,2017-09-01T18:50:00Z,-14.11842269,-82.19930121,0.137,1.188,3
d86270dfb2d128909f69a9b257bc56af,371596000,412420809,2018-11-26T15:30:00Z,2018-11-26T18:00:00Z,-18.79868849,-77.86321676,0.108,0.904,2.5
0e51e1185c8e9d949707478c1a561610,371596000,412331181,2018-07-16T14:50:00Z,2018-07-16T17:30:00Z,-1.954788763,-95.52803862,0.124,0.995,2.666666667
1f2d2f1296df5f0e0c86878f4b9e733c,371596000,412421127,2018-11-17T12:40:00Z,2018-11-17T15:10:00Z,-19.82219804,-77.02505991,0.121,1.564,2.5
d8cff6f8c3162135032c5b4452ed7469,371596000,412337343,2019-12-30T12:30:00Z,2019-12-30T23:20:00Z,-18.17045878,-79.07786327,0.12,0.83,10.83333333
f8d2fa92cfaff0f7c319399f0a7d8200,371596000,412439575,2018-11-25T17:50:00Z,2018-11-25T22:30:00Z,-18.77388015,-77.84751168,0.105,0.917,4.666666667
6837cff1efd9a76abc800d9e8809f817,371596000,412271490,2018-12-01T19:40:00Z,2018-12-01T23:30:00Z,-18.6168142,-78.35506076,0.109,0.828,3.833333333
30307191205f5ee91c51029b66c29ca1,371596000,412420651,2017-09-21T21:50:00Z,2017-09-22T00:00:00Z,-13.87816948,-80.7050589,0.111,1.403,2.166666667
d2f37de6040c1312561563b4633fbbd3,371596000,412329632,2016-10-29T13:20:00Z,2016-10-29T15:50:00Z,-17.97841979,-78.13624172,0.098,0.499,2.5
72085e32419e0b88ec988e69dd1b7c95,371596000,412446789,2018-06-09T08:20:00Z,2018-06-09T12:10:00Z,2.232746781,-105.8974421,0.102,1.145,3.833333333
c52807ed01c19bb69c2c77d6905df8d2,371596000,412329632,2017-09-13T13:40:00Z,2017-09-13T16:30:00Z,-3.487530673,-95.77477154,0.104,1.953,2.833333333
82286cf69605879ce4a4ed20ee69826f,371596000,412549099,2019-12-28T23:40:00Z,2019-12-29T03:50:00Z,-18.00846737,-78.93093859,0.111,1.114,4.166666667
c6b316b436dbcced9f8886f094aa1009,371596000,412440555,2019-08-06T09:50:00Z,2019-08-06T15:30:00Z,-7.915496674,-85.65895682,0.134,0.488,5.666666667
39a7d3102f2d52dbcee80c5f9b02cab1,371596000,412420454,2018-07-12T15:10:00Z,2018-07-12T17:30:00Z,-2.188451391,-98.12810717,0.11,1.126,2.333333333
2c0106c5604ddfed44475da12c026961,371596000,412420315,2019-12-27T14:00:00Z,2019-12-27T18:20:00Z,-18.08515991,-79.0423495,0.112,1.077,4.333333333
caf4f4f32187d087d95892f6f7cadee5,371596000,412440805,2018-06-09T03:50:00Z,2018-06-09T07:50:00Z,2.157240813,-105.8959724,0.101,0.932,4
0575b763614929f8660d200f0763f551,371596000,412420958,2017-03-22T14:20:00Z,2017-03-22T16:30:00Z,1.050013705,-114.3476747,0.104,0.942,2.166666667
b61299f8427e07a9e8e17c9f93de6413,371596000,412440657,2019-08-06T15:40:00Z,2019-08-06T18:00:00Z,-7.889029981,-85.67495055,0.114,0.413,2.333333333
b91f2493bee6a00a907063521d2ab495,371596000,412420822,2017-09-27T15:30:00Z,2017-09-27T18:00:00Z,-14.98051913,-80.28095082,0.177,1.206,2.5
f92224b25aac029004f543b11118c9b1,371596000,412329632,2018-08-23T13:20:00Z,2018-08-23T16:00:00Z,-1.932980022,-104.1975198,0.112,1.724,2.666666667
bc13e1053d929433d2fe3423f704c920,371596000,412420253,2016-12-31T10:50:00Z,2016-12-31T13:10:00Z,-18.06461948,-77.90815643,0.093,0.597,2.333333333
fca6a498e9bd79fb75e201926a9cb6ca,371596000,412421096,2018-08-25T15:20:00Z,2018-08-25T17:40:00Z,-2.319337602,-105.0156099,0.118,1.781,2.333333333
9f4f1496e63a31928dcd24ef137a3f56,371596000,412331074,2015-10-22T14:40:00Z,2015-10-22T22:00:00Z,-41.86234386,-56.07082076,0.114,0.837,7.333333333
9499ca5cbd9a3e549e4e0aa3ad2731ba,371596000,412440452,2019-08-07T10:30:00Z,2019-08-07T16:10:00Z,-8.415296827,-85.62566943,0.132,0.791,5.666666667
b93b4bf646e46e1991f90a097162fd59,371596000,412371204,2018-07-13T18:00:00Z,2018-07-13T21:50:00Z,-2.221214044,-97.64711532,0.113,0.702,3.833333333
7ce728290a1dd0c4ffd851bc22ac7dcf,371596000,412271490,2016-03-06T18:10:00Z,2016-03-06T21:00:00Z,-45.36753307,-60.01896243,0.116,1.196,2.833333333
c90a54b2f4ec59dcfa6627223a1b1ee5,371596000,412690730,2014-08-17T14:00:00Z,2014-08-17T17:00:00Z,-11.95302861,-82.85363004,0.12,0.95,3
