event,carrier_mmsi,neighbor_mmsi,event_start,event_end,mean_latitude,mean_longitude,median_distance_km,median_speed_knots,event_duration_hr
3111fce5ed2cdf97f7795367adb97fad,200001140,412440154,2018-02-04T23:00:00Z,2018-02-10T11:20:00Z,-45.63263233,-60.55647756,0.062,0.512,132.3333333
ab740c5ec677199413a7e887e46ea008,200001140,412440154,2018-01-06T23:30:00Z,2018-02-04T22:30:00Z,-45.24291748,-60.24604787,0.019,0.52,695
2409a8b4d2ffb6786731b485754099ac,200001140,412440154,2018-04-02T00:40:00Z,2018-04-02T12:00:00Z,-45.82995778,-60.25311079,0.016,0.698,11.33333333
4537e703297b70902775754c3aa98426,210631000,210966000,2019-02-22T17:10:00Z,2019-02-22T23:10:00Z,2.96942964,2.706451112,0.027,0.924,6
9cf9f0176d395dd89870d1a260f1947e,210631000,212373000,2015-05-28T18:00:00Z,2015-05-28T21:50:00Z,3.199316574,-12.79367507,0.021,1.052,3.833333333
75db2de3f78ed43ce5887b412a0f8b77,210631000,273355780,2017-12-02T14:30:00Z,2017-12-04T07:50:00Z,77.74086806,14.15621077,0.062,0.042,41.33333333
5f388925d1ed04169c0b3cfa12721950,210631000,325103700,2019-10-31T09:50:00Z,2019-11-01T02:50:00Z,4.75605842,-15.62817445,0.022,0.57,17
9514fcacd9ba4b7bb18ef67b7d9d0cec,210631000,325103700,2019-04-27T15:00:00Z,2019-04-28T02:10:00Z,1.312373847,-1.499909546,0.024,1.817,11.16666667
90c34564f81f608ad424f0371a9ce19a,210631000,325103700,2019-06-01T14:50:00Z,2019-06-02T20:20:00Z,-8.786500219,8.662356435,0.024,0.279,29.5
4537e703297b70902775754c3aa98426,210966000,210631000,2019-02-22T17:10:00Z,2019-02-22T23:10:00Z,2.96942964,2.706451112,0.027,0.924,6
9cf9f0176d395dd89870d1a260f1947e,212373000,210631000,2015-05-28T18:00:00Z,2015-05-28T21:50:00Z,3.199316574,-12.79367507,0.021,1.052,3.833333333
93d727a083021b98c827998dc803870f,212373000,273240600,2012-02-16T16:20:00Z,2012-02-17T16:00:00Z,74.51991051,18.93218512,0.044,0.123,23.66666667
3a0a7b53396e3925c1cc6a6d746cca04,212373000,273353090,2019-02-13T09:00:00Z,2019-02-19T13:30:00Z,11.77385721,-15.65308352,0.052,0.035,148.5
846f401a09c8452dd81513f5d7071e7e,214182223,272208000,2015-05-24T18:00:00Z,2015-05-24T21:30:00Z,-62.7628385,-61.15641628,0.034,0.021,3.5
5c0bd42f9dde0108d25a508e3b1ec2c5,214182223,272208000,2015-05-22T02:20:00Z,2015-05-22T22:00:00Z,-62.70682962,-60.99829483,0.051,0.045,19.66666667
8357b086354df158ca72ff4f3aa7cd7e,214182223,272208000,2014-05-03T02:00:00Z,2014-05-03T05:30:00Z,-62.69373758,-61.0345595,0.032,0.012,3.5
4bb74c21688a7b91c4034a29562897db,214182223,272208000,2015-04-02T13:40:00Z,2015-04-04T04:50:00Z,-62.69295508,-61.04070538,0.043,0.02,39.16666667
3e0ca02fa9a0438f1ebf094862c5b548,214182223,412217992,2015-03-19T09:10:00Z,2015-03-20T09:10:00Z,-42.00664154,-56.98995716,0.032,0.842,24
701684b99df6ba65d17110ff32f6d526,214182223,412217993,2015-03-17T12:50:00Z,2015-03-19T06:10:00Z,-41.85462291,-57.50636826,0.037,1.493,41.33333333
e55e86248a1de611bcee8b9380634735,214182700,412440437,2018-11-06T03:30:00Z,2018-11-06T06:30:00Z,23.16592657,117.2005136,0.051,0.001,3
0b43bb3dde8a96f415052eb3738d9ee1,214182723,630123004,2018-12-14T16:00:00Z,2018-12-15T02:10:00Z,11.75100566,-15.61529803,0.039,0.045,10.16666667
da2825b3a3cc6a591c2c63f5a0e931ef,214182723,630123006,2018-12-15T17:40:00Z,2018-12-16T04:10:00Z,11.75134923,-15.62117661,0.047,0.073,10.5
24d5e2e4218e78473c2d519de2085697,214182723,630123008,2019-02-16T15:50:00Z,2019-02-16T18:20:00Z,11.74576449,-15.63007742,0.053,0.68,2.5
219414d4b4653636eb174be2a0865275,224434000,224405000,2017-07-14T07:20:00Z,2017-07-14T10:40:00Z,18.65269009,-19.65046768,0.302,1.001,3.333333333
aebf127422fff2925dae04c7d61f5c3e,224739000,224060000,2018-05-01T07:50:00Z,2018-05-01T10:50:00Z,-4.935887294,10.95903703,0.058,1.984,3
48c83a791511353860cf41127056aba3,224739000,224060000,2017-01-02T08:50:00Z,2017-01-02T12:20:00Z,-5.103755132,11.19864555,0.06,1.703,3.5
169f30c14adc98158141af40cb3459a8,224739000,224060000,2019-06-11T13:40:00Z,2019-06-11T17:00:00Z,-5.38415875,11.22655288,0.06,1.836,3.333333333
6cd8623bc71c0c1d35a8c97e09ea2375,224739000,224087000,2017-12-31T18:30:00Z,2017-12-31T21:00:00Z,-4.983775216,11.0013072,0.06,1.975,2.5
f1e3810bea67b2997a74333233b45641,224739000,224087000,2016-07-13T23:00:00Z,2016-07-14T01:10:00Z,-4.997575204,10.97697354,0.061,1.008,2.166666667
ea160f1ac35edf5978f6e4b11f9ff50b,224739000,224300000,2017-06-11T07:00:00Z,2017-06-11T09:10:00Z,-4.7959037,10.99507147,0.062,1.913,2.166666667
aec43bb920900c50f2c288785f4d83a5,224739000,224300000,2017-08-27T16:30:00Z,2017-08-27T18:40:00Z,-5.064238765,11.08715698,0.062,1.519,2.166666667
69671dae3b098af347d71f98e7f8f457,224739000,224300000,2017-05-23T07:10:00Z,2017-05-23T09:30:00Z,-4.859570942,10.99196091,0.064,1.571,2.333333333
69fda2f45147a76e7d7b3f83b218cac9,224739000,224300000,2015-12-13T02:20:00Z,2015-12-13T04:30:00Z,-4.908621299,10.97280037,0.059,1.17,2.166666667
7a90e043fd892bf9377ab891993afdb9,224739000,224300000,2017-08-02T07:30:00Z,2017-08-02T09:40:00Z,-4.99262553,11.02464151,0.061,1.521,2.166666667
5e5ed9e0498262374ddc7c266c2d31d2,224739000,224300000,2019-04-28T07:30:00Z,2019-04-28T10:30:00Z,-5.353783651,11.21111502,0.065,1.75,3
9f37be0e84e6a2dbbf1bdf9f35d70f92,224739000,224510000,2016-06-14T06:10:00Z,2016-06-14T09:00:00Z,-4.952715576,10.95359788,0.058,1.676,2.833333333
8b51fc61d74855ef06ce902b70a144fc,224739000,224510000,2019-04-28T14:30:00Z,2019-04-28T17:40:00Z,-5.243837769,11.12741953,0.061,1.863,3.166666667
bd0fbc3acf2cd82af6e7a1582c9d91b4,224739000,224510000,2017-08-02T09:50:00Z,2017-08-02T12:50:00Z,-5.032228851,11.08560912,0.064,1.406,3
8d4b6e4ab83b83ab0eb5bde112fcd571,224739000,224510000,2017-08-27T18:50:00Z,2017-08-27T21:10:00Z,-5.070886468,11.09089823,0.06,1.968,2.333333333
6c24ceac78a8f11fffbf5bd0fd77fa6a,224739000,224510000,2019-06-11T17:20:00Z,2019-06-11T20:50:00Z,-5.398605767,11.21089669,0.057,1.786,3.5
781f59770876da147b8db4e0bf6963f3,224739000,224510000,2016-07-13T17:20:00Z,2016-07-13T20:30:00Z,-4.985651029,10.95825898,0.06,0.888,3.166666667
05d4bca08af2304aa27b646688abde64,224739000,224804000,2018-01-20T21:00:00Z,2018-01-21T08:50:00Z,-6.457722043,10.09858677,0.14,0.718,11.83333333
c79dee94de57759b54ada1c41108f7f7,257302000,311411000,2018-08-19T04:50:00Z,2018-08-20T10:50:00Z,70.38743599,27.11785702,0.149,0.011,30
80e77ba8650617f0b4d58ef84fbdbae8,257859000,273312270,2015-08-03T11:30:00Z,2015-08-04T16:50:00Z,77.73804622,14.14654805,0.046,0.024,29.33333333
b3a9b2a46034c0b2d8484e6c533f89ba,257859000,273811080,2015-08-07T02:20:00Z,2015-08-08T19:00:00Z,77.7438589,14.16302053,0.049,0.012,40.66666667
c666e54ac0fa2c7672e4bf88f5013b83,257962000,275124000,2013-04-30T12:00:00Z,2013-05-01T11:40:00Z,24.28311221,-20.01843177,0.038,0.651,23.66666667
dc575735538eafc8fb02fca9fda86ef4,258818000,273854000,2017-08-08T18:00:00Z,2017-08-11T19:30:00Z,64.10555818,-31.91102097,0.067,1.133,73.5
8912a0cc517d87c83bec579f881e9d12,271001066,271008508,2015-09-15T07:50:00Z,2015-09-15T11:30:00Z,37.13803292,27.57000315,0.033,0.002,3.666666667
606eca9abe1ef2cde5b4405f2a6b04f9,271001066,271008508,2015-09-25T09:20:00Z,2015-09-25T13:30:00Z,37.13817494,27.57003434,0.03,0.002,4.166666667
4cc7e7e6d64608d816c735b4451cd9d2,271001066,271043084,2016-02-17T12:40:00Z,2016-02-23T09:40:00Z,37.13832627,27.57105226,0.154,0.002,141
d97785e53a350caf14dd4defebdce6e9,271001066,271043084,2016-05-22T08:50:00Z,2016-05-28T14:30:00Z,37.13828847,27.57105205,0.158,0.002,149.6666667
02a94b9af1b6e8173c7a6cf02ba7d869,271001066,271043084,2012-08-21T23:40:00Z,2012-08-27T10:10:00Z,37.13812562,27.57005636,0.129,0.003,130.5
188c3339e8b3be727c16de7c9f33e837,271001066,271043084,2017-09-19T01:50:00Z,2017-09-19T04:00:00Z,37.13737455,27.57100509,0.234,0.003,2.166666667
3a073613e453f1d755fbe072362ea5c5,271001066,271043084,2016-04-26T07:50:00Z,2016-04-26T12:40:00Z,37.13739148,27.57215928,0.441,0.001,4.833333333
0bbf72e2d8dba0b61bd2275bba9b90a3,271001066,271043084,2016-04-28T00:30:00Z,2016-04-28T14:00:00Z,37.13827154,27.57109523,0.166,0.001,13.5
9a3d632ad60a1c47921386bfbf066d16,271001066,271043084,2012-10-15T22:10:00Z,2012-10-18T02:00:00Z,37.13796641,27.56993315,0.093,0.001,51.83333333
5bbb91d03f15c8797f9963af848941dc,271001066,271043084,2012-09-14T17:10:00Z,2012-09-14T22:00:00Z,37.13795039,27.56972099,0.076,0.001,4.833333333
ad51628ff018f61feb3e6e11d418b6d1,271001066,271043084,2016-03-25T15:30:00Z,2016-03-26T04:50:00Z,37.1382795,27.57062405,0.172,0.001,13.33333333
12f945e65942ee5eeb565f4970b59762,271001066,271043084,2014-06-27T01:40:00Z,2014-06-27T09:20:00Z,37.13800191,27.57004454,0.081,0.001,7.666666667
20ed70506dbe6fc615d1ae1da8a68c18,271001066,271043084,2015-09-01T11:50:00Z,2015-09-02T12:20:00Z,37.13832752,27.57161352,0.155,0.002,24.5
0a8abaefcf2d37d4cffeeff99072d9fd,271001066,271043084,2015-09-03T19:30:00Z,2015-09-12T13:10:00Z,37.13824349,27.5712826,0.166,0.002,209.6666667
6251a0414ed1b892289cb3a7c9444cde,271001066,271043084,2014-06-30T13:00:00Z,2014-07-01T05:40:00Z,37.13805939,27.57003387,0.088,0.002,16.66666667
6c3fc3b930cda79e40fc02fc572c302e,271001066,271043084,2015-10-27T08:10:00Z,2015-10-29T11:50:00Z,37.13828708,27.5713592,0.157,0.004,51.66666667
cb17a42e0289ba75e8bdd66282996cbb,271001066,271043084,2014-06-17T03:20:00Z,2014-06-18T05:10:00Z,37.1380405,27.56998559,0.088,0.002,25.83333333
cdd863bcca273cc6a386c0dad3b7027e,271001066,271043084,2016-04-29T20:50:00Z,2016-04-30T14:10:00Z,37.13834792,27.57113612,0.179,0.001,17.33333333
aaa0a9ff97a08296a71676838c9593f6,271001066,271043084,2015-11-17T09:50:00Z,2015-11-21T16:30:00Z,37.13830109,27.57114367,0.142,0.002,102.6666667
e199d82e6c83cadd9247b200c34aeb61,271001066,271043084,2016-05-09T06:30:00Z,2016-05-11T07:10:00Z,37.13820288,27.57014678,0.168,0.002,48.66666667
e36a3b8cbf75188cf6b7355191e0a906,271001066,271043084,2016-02-29T19:00:00Z,2016-03-04T04:40:00Z,37.13752156,27.57142153,0.282,0.003,81.66666667
b83e97aa0bf8ae2a83a5985789921148,271001066,271043084,2016-04-12T21:50:00Z,2016-04-15T05:00:00Z,37.13821179,27.57118945,0.167,0.002,55.16666667
b53b653102d1e43531e38c3c44f7ea1d,271001066,271043084,2012-09-06T02:40:00Z,2012-09-06T18:10:00Z,37.13811964,27.56998564,0.121,0.013,15.5
217056abaacbc61b9cc80cfe9bde72af,271001066,271043084,2018-07-12T14:10:00Z,2018-07-13T06:30:00Z,37.13775874,27.57170457,0.353,0.002,16.33333333
ea6f35b7b7044ad374b7a504db0299a3,271001066,271043084,2016-07-08T16:40:00Z,2016-07-08T21:50:00Z,37.13823281,27.57076675,0.169,0.001,5.166666667
fb614ab6c150d232e1c091e8ab6fc03e,271001066,271043084,2015-12-15T14:30:00Z,2015-12-23T15:10:00Z,37.13833902,27.57089152,0.139,0,192.6666667
4cbba0c1d996df6f82dd729a42ca17ed,271001066,271043084,2015-07-30T00:10:00Z,2015-07-30T04:30:00Z,37.13835044,27.5710282,0.17,0.001,4.333333333
53e9ecb5c97c650fc93b76f8a476e706,271001066,271043084,2012-10-19T07:10:00Z,2012-10-20T08:40:00Z,37.1380844,27.56996753,0.099,0.002,25.5
96a8f5c3f1c6a725a48632b9a37369ea,271001066,271043084,2015-08-16T02:20:00Z,2015-08-21T04:50:00Z,37.13819988,27.57021765,0.168,0.004,122.5
dde6df7ff7a988d27f106ca727ce5700,271001066,271043084,2015-09-13T19:40:00Z,2015-09-20T15:00:00Z,37.13829152,27.57143861,0.176,0.003,163.3333333
dddc52d41c35a3094d1081bb06359838,271001066,271043084,2015-09-21T21:00:00Z,2015-10-01T11:40:00Z,37.13823107,27.57120295,0.165,0.003,230.6666667
cc66b6f831d01b6d48d34d88206f42c3,271001066,271043084,2016-05-01T17:40:00Z,2016-05-11T07:10:00Z,37.13839201,27.57173308,0.175,0.003,229.5
31314f67d8b3971d5a05109905a1f9ad,271001066,271043084,2015-11-12T14:30:00Z,2015-11-13T06:30:00Z,37.13827416,27.5711369,0.167,0.002,16
446daae92fec07bf0f0250f406ffb789,271001066,271043084,2012-08-13T20:40:00Z,2012-08-15T23:00:00Z,37.13808892,27.57024061,0.424,0.026,50.33333333
c3cfc27f2ce34cc41ac1c1348c9bb3ca,271001066,271044329,2019-06-23T13:50:00Z,2019-06-27T06:30:00Z,37.13821637,27.57168548,0.064,0.003,88.66666667
0a094bc126c5e1bcb35f844902c70a6d,271001066,271044329,2019-09-02T05:20:00Z,2019-09-04T06:10:00Z,37.13824882,27.57110149,0.124,0.002,48.83333333
cfe65c1688f7b81a6a6f29a23fa446fe,271001066,271044329,2019-12-03T06:50:00Z,2019-12-18T09:10:00Z,37.13818134,27.57080221,0.104,0.002,362.3333333
d14d3bd24835078b5e47ec3ca36bc134,271001066,271044329,2019-07-21T17:30:00Z,2019-07-23T07:10:00Z,37.13837198,27.57132916,0.035,0.002,37.66666667
97151c393298858a3ad784f94ba6b914,271001066,271044329,2019-06-17T12:00:00Z,2019-06-19T06:40:00Z,37.13827659,27.57122082,0.034,0.002,42.66666667
26b38601810ee944f5521d7ebf921b61,271001066,271044329,2019-08-12T09:30:00Z,2019-08-15T17:00:00Z,37.13823477,27.57100109,0.121,0.002,79.5
526883e90fda896c61a4dd43c05b8d13,271001066,271044329,2019-11-09T03:30:00Z,2019-11-27T11:50:00Z,37.1381999,27.57071928,0.103,0.002,440.3333333
715c65e88ea0f8ee89b949fca2b1f8dc,271001066,271044329,2019-10-09T04:30:00Z,2019-10-14T06:20:00Z,37.13816539,27.57074259,0.107,0.002,121.8333333
4793e8d55854be8a281f2fd68db4b9a9,271001066,271044329,2019-07-08T12:30:00Z,2019-07-08T17:50:00Z,37.1383244,27.57107967,0.141,0.002,5.333333333
cc4c38f07921285fe439aa4a07b7dee0,271001066,271044329,2019-07-30T07:40:00Z,2019-08-01T03:10:00Z,37.13836904,27.57144335,0.039,0.002,43.5
a42693132c8ef6f6712b9d4c747935b2,271001066,271044329,2019-08-19T10:40:00Z,2019-08-22T12:40:00Z,37.13820361,27.57077685,0.122,0.002,74
cc394aba14bd7777444020bbb18aad5d,271001066,271044329,2019-07-13T15:00:00Z,2019-07-17T16:40:00Z,37.13841436,27.57142133,0.043,0.002,97.66666667
53945c7402a01d3474e72f30da083cd2,271001066,271044329,2019-10-18T12:10:00Z,2019-10-23T06:30:00Z,37.13819608,27.57081207,0.117,0.002,114.3333333
c3cfc27f2ce34cc41ac1c1348c9bb3ca,271001066,271044329,2019-06-23T13:50:00Z,2019-06-27T06:30:00Z,37.13821637,27.57168548,0.064,0.003,88.66666667
53945c7402a01d3474e72f30da083cd2,271001066,271044329,2019-10-18T12:10:00Z,2019-10-23T06:30:00Z,37.13819608,27.57081207,0.117,0.002,114.3333333
7c35391a0d011b87ff1e18d743c16858,271001066,271044329,2019-08-26T20:30:00Z,2019-08-29T13:00:00Z,37.13823998,27.57098125,0.122,0.002,64.5
d14d3bd24835078b5e47ec3ca36bc134,271001066,271044329,2019-07-21T17:30:00Z,2019-07-23T07:10:00Z,37.13837198,27.57132916,0.035,0.002,37.66666667
97151c393298858a3ad784f94ba6b914,271001066,271044329,2019-06-17T12:00:00Z,2019-06-19T06:40:00Z,37.13827659,27.57122082,0.034,0.002,42.66666667
77b9c4bc6b40bee63275cf17fe38b53c,271001066,271044329,2019-09-27T05:10:00Z,2019-09-30T12:40:00Z,37.13816904,27.57088286,0.116,0.002,79.5
84bd48559fa1495b90b936e6009c29a7,271001066,271044329,2019-10-04T04:50:00Z,2019-10-05T12:20:00Z,37.13816096,27.57088762,0.098,0.002,31.5
cfe65c1688f7b81a6a6f29a23fa446fe,271001066,271044329,2019-12-03T06:50:00Z,2019-12-18T09:10:00Z,37.13818134,27.57080221,0.104,0.002,362.3333333
4793e8d55854be8a281f2fd68db4b9a9,271001066,271044329,2019-07-08T12:30:00Z,2019-07-08T17:50:00Z,37.1383244,27.57107967,0.141,0.002,5.333333333
26b38601810ee944f5521d7ebf921b61,271001066,271044329,2019-08-12T09:30:00Z,2019-08-15T17:00:00Z,37.13823477,27.57100109,0.121,0.002,79.5
cc4c38f07921285fe439aa4a07b7dee0,271001066,271044329,2019-07-30T07:40:00Z,2019-08-01T03:10:00Z,37.13836904,27.57144335,0.039,0.002,43.5
526883e90fda896c61a4dd43c05b8d13,271001066,271044329,2019-11-09T03:30:00Z,2019-11-27T11:50:00Z,37.1381999,27.57071928,0.103,0.002,440.3333333
715c65e88ea0f8ee89b949fca2b1f8dc,271001066,271044329,2019-10-09T04:30:00Z,2019-10-14T06:20:00Z,37.13816539,27.57074259,0.107,0.002,121.8333333
cc394aba14bd7777444020bbb18aad5d,271001066,271044329,2019-07-13T15:00:00Z,2019-07-17T16:40:00Z,37.13841436,27.57142133,0.043,0.002,97.66666667
a42693132c8ef6f6712b9d4c747935b2,271001066,271044329,2019-08-19T10:40:00Z,2019-08-22T12:40:00Z,37.13820361,27.57077685,0.122,0.002,74
0a094bc126c5e1bcb35f844902c70a6d,271001066,271044329,2019-09-02T05:20:00Z,2019-09-04T06:10:00Z,37.13824882,27.57110149,0.124,0.002,48.83333333
84bd48559fa1495b90b936e6009c29a7,271001066,271044329,2019-10-04T04:50:00Z,2019-10-05T12:20:00Z,37.13816096,27.57088762,0.098,0.002,31.5
7c35391a0d011b87ff1e18d743c16858,271001066,271044329,2019-08-26T20:30:00Z,2019-08-29T13:00:00Z,37.13823998,27.57098125,0.122,0.002,64.5
77b9c4bc6b40bee63275cf17fe38b53c,271001066,271044329,2019-09-27T05:10:00Z,2019-09-30T12:40:00Z,37.13816904,27.57088286,0.116,0.002,79.5
109f274d9b9baff51e0dabbbe8331b12,271001066,271072005,2019-08-27T05:10:00Z,2019-08-27T07:30:00Z,37.1380396,27.57001123,0.017,0.001,2.333333333
c99ef09a0f4d0520d7855a1e1ce59782,271001066,271072320,2016-06-29T01:00:00Z,2016-06-29T04:50:00Z,37.13817658,27.5718907,0.152,0.002,3.833333333
09362818d54fac437163da6523f02fb8,271001066,271072320,2016-02-27T01:00:00Z,2016-02-27T10:30:00Z,37.13824629,27.57016182,0.019,0.004,9.5
93f2ff9111742b64d7fc560dee8dc3ce,271001066,271072320,2016-02-29T02:10:00Z,2016-02-29T13:50:00Z,37.13777109,27.56915309,0.053,0.111,11.66666667
b63463eb11ce585d63126f4770a74053,271001066,271072320,2016-02-21T18:40:00Z,2016-02-22T01:00:00Z,37.13839917,27.57024912,0.018,0.004,6.333333333
2f09097315566f30eb6d403fbb52c12a,271001066,271072630,2019-10-04T22:00:00Z,2019-10-05T04:10:00Z,37.138064,27.57003644,0.023,0.003,6.166666667
df195541307752d306935c82fdee4b77,271001066,271072630,2019-11-15T18:20:00Z,2019-11-16T04:50:00Z,37.1380453,27.57007025,0.022,0.003,10.5
2a910cd8adc97d66b2ab670624fdda05,271001066,271072630,2019-11-24T15:00:00Z,2019-11-25T11:10:00Z,37.13802142,27.57003181,0.027,0.003,20.16666667
b4967bb24c10b3a9d104f9fd6956f194,271001066,271072676,2015-11-13T15:10:00Z,2015-11-14T06:20:00Z,37.13831793,27.57060181,0.078,0.003,15.16666667
e199d82e6c83cadd9247b200c34aeb61,271043084,271001066,2016-05-09T06:30:00Z,2016-05-11T07:10:00Z,37.13820288,27.57014678,0.168,0.002,48.66666667
dddc52d41c35a3094d1081bb06359838,271043084,271001066,2015-09-21T21:00:00Z,2015-10-01T11:40:00Z,37.13823107,27.57120295,0.165,0.003,230.6666667
cb17a42e0289ba75e8bdd66282996cbb,271043084,271001066,2014-06-17T03:20:00Z,2014-06-18T05:10:00Z,37.1380405,27.56998559,0.088,0.002,25.83333333
217056abaacbc61b9cc80cfe9bde72af,271043084,271001066,2018-07-12T14:10:00Z,2018-07-13T06:30:00Z,37.13775874,27.57170457,0.353,0.002,16.33333333
cdd863bcca273cc6a386c0dad3b7027e,271043084,271001066,2016-04-29T20:50:00Z,2016-04-30T14:10:00Z,37.13834792,27.57113612,0.179,0.001,17.33333333
fb614ab6c150d232e1c091e8ab6fc03e,271043084,271001066,2015-12-15T14:30:00Z,2015-12-23T15:10:00Z,37.13833902,27.57089152,0.139,0,192.6666667
5bbb91d03f15c8797f9963af848941dc,271043084,271001066,2012-09-14T17:10:00Z,2012-09-14T22:00:00Z,37.13795039,27.56972099,0.076,0.001,4.833333333
ad51628ff018f61feb3e6e11d418b6d1,271043084,271001066,2016-03-25T15:30:00Z,2016-03-26T04:50:00Z,37.1382795,27.57062405,0.172,0.001,13.33333333
ea6f35b7b7044ad374b7a504db0299a3,271043084,271001066,2016-07-08T16:40:00Z,2016-07-08T21:50:00Z,37.13823281,27.57076675,0.169,0.001,5.166666667
446daae92fec07bf0f0250f406ffb789,271043084,271001066,2012-08-13T20:40:00Z,2012-08-15T23:00:00Z,37.13808892,27.57024061,0.424,0.026,50.33333333
4cc7e7e6d64608d816c735b4451cd9d2,271043084,271001066,2016-02-17T12:40:00Z,2016-02-23T09:40:00Z,37.13832627,27.57105226,0.154,0.002,141
0a8abaefcf2d37d4cffeeff99072d9fd,271043084,271001066,2015-09-03T19:30:00Z,2015-09-12T13:10:00Z,37.13824349,27.5712826,0.166,0.002,209.6666667
aaa0a9ff97a08296a71676838c9593f6,271043084,271001066,2015-11-17T09:50:00Z,2015-11-21T16:30:00Z,37.13830109,27.57114367,0.142,0.002,102.6666667
188c3339e8b3be727c16de7c9f33e837,271043084,271001066,2017-09-19T01:50:00Z,2017-09-19T04:00:00Z,37.13737455,27.57100509,0.234,0.003,2.166666667
6c3fc3b930cda79e40fc02fc572c302e,271043084,271001066,2015-10-27T08:10:00Z,2015-10-29T11:50:00Z,37.13828708,27.5713592,0.157,0.004,51.66666667
4cbba0c1d996df6f82dd729a42ca17ed,271043084,271001066,2015-07-30T00:10:00Z,2015-07-30T04:30:00Z,37.13835044,27.5710282,0.17,0.001,4.333333333
dde6df7ff7a988d27f106ca727ce5700,271043084,271001066,2015-09-13T19:40:00Z,2015-09-20T15:00:00Z,37.13829152,27.57143861,0.176,0.003,163.3333333
02a94b9af1b6e8173c7a6cf02ba7d869,271043084,271001066,2012-08-21T23:40:00Z,2012-08-27T10:10:00Z,37.13812562,27.57005636,0.129,0.003,130.5
d97785e53a350caf14dd4defebdce6e9,271043084,271001066,2016-05-22T08:50:00Z,2016-05-28T14:30:00Z,37.13828847,27.57105205,0.158,0.002,149.6666667
0bbf72e2d8dba0b61bd2275bba9b90a3,271043084,271001066,2016-04-28T00:30:00Z,2016-04-28T14:00:00Z,37.13827154,27.57109523,0.166,0.001,13.5
cc66b6f831d01b6d48d34d88206f42c3,271043084,271001066,2016-05-01T17:40:00Z,2016-05-11T07:10:00Z,37.13839201,27.57173308,0.175,0.003,229.5
96a8f5c3f1c6a725a48632b9a37369ea,271043084,271001066,2015-08-16T02:20:00Z,2015-08-21T04:50:00Z,37.13819988,27.57021765,0.168,0.004,122.5
9a3d632ad60a1c47921386bfbf066d16,271043084,271001066,2012-10-15T22:10:00Z,2012-10-18T02:00:00Z,37.13796641,27.56993315,0.093,0.001,51.83333333
b53b653102d1e43531e38c3c44f7ea1d,271043084,271001066,2012-09-06T02:40:00Z,2012-09-06T18:10:00Z,37.13811964,27.56998564,0.121,0.013,15.5
b83e97aa0bf8ae2a83a5985789921148,271043084,271001066,2016-04-12T21:50:00Z,2016-04-15T05:00:00Z,37.13821179,27.57118945,0.167,0.002,55.16666667
31314f67d8b3971d5a05109905a1f9ad,271043084,271001066,2015-11-12T14:30:00Z,2015-11-13T06:30:00Z,37.13827416,27.5711369,0.167,0.002,16
6251a0414ed1b892289cb3a7c9444cde,271043084,271001066,2014-06-30T13:00:00Z,2014-07-01T05:40:00Z,37.13805939,27.57003387,0.088,0.002,16.66666667
20ed70506dbe6fc615d1ae1da8a68c18,271043084,271001066,2015-09-01T11:50:00Z,2015-09-02T12:20:00Z,37.13832752,27.57161352,0.155,0.002,24.5
e36a3b8cbf75188cf6b7355191e0a906,271043084,271001066,2016-02-29T19:00:00Z,2016-03-04T04:40:00Z,37.13752156,27.57142153,0.282,0.003,81.66666667
53e9ecb5c97c650fc93b76f8a476e706,271043084,271001066,2012-10-19T07:10:00Z,2012-10-20T08:40:00Z,37.1380844,27.56996753,0.099,0.002,25.5
12f945e65942ee5eeb565f4970b59762,271043084,271001066,2014-06-27T01:40:00Z,2014-06-27T09:20:00Z,37.13800191,27.57004454,0.081,0.001,7.666666667
3a073613e453f1d755fbe072362ea5c5,271043084,271001066,2016-04-26T07:50:00Z,2016-04-26T12:40:00Z,37.13739148,27.57215928,0.441,0.001,4.833333333
7e6c905aa1081a43a6ca76827e3bba38,271043084,271008508,2015-09-21T08:40:00Z,2015-09-21T12:50:00Z,37.13779293,27.57105659,0.207,0,4.166666667
e07079fc7f5fdea7ccd07990fc8500f4,271043084,271008508,2015-09-26T09:50:00Z,2015-09-26T13:30:00Z,37.13562422,27.57337356,0.314,0,3.666666667
4f56dc38d893a11c45ee0593dcf6928e,271043084,271072320,2016-03-02T08:40:00Z,2016-03-03T07:40:00Z,37.1348934,27.57562157,0.289,0.004,23
688788ccecf87b6b2dcc5ab7438c310a,271043084,271072457,2016-03-23T16:30:00Z,2016-03-24T06:50:00Z,37.13581459,27.57341442,0.473,0.022,14.33333333
8acd66f97e40e00b7c598b29565e6e2b,271043084,271072457,2015-09-06T03:30:00Z,2015-09-06T08:50:00Z,37.13802317,27.5765623,0.403,0.011,5.333333333
5781ed4411a501bd203f0cba5089c7bf,271043084,271072457,2015-09-10T11:20:00Z,2015-09-10T16:10:00Z,37.13752351,27.57512235,0.282,0.004,4.833333333
686f4f1cdcbe2880fa4f928a567ad0f4,271043084,271072457,2015-09-08T14:10:00Z,2015-09-08T16:20:00Z,37.13784146,27.57572074,0.365,0.003,2.166666667
803184e9b7d6c78e2e57f5923e2fc9a9,271043084,271072457,2015-09-17T11:30:00Z,2015-09-17T14:50:00Z,37.13778061,27.57491201,0.207,0.012,3.333333333
